CT,Total,Aboriginal,North American ,European,Carribean,Latin,African,Oceania,Middle Eastern,South Asian,East Asian,Other Asian
0592.02,5670,160,2555,4245,40,70,35,35,20,35,120,0
0593.00,7490,115,2525,6230,140,50,25,0,45,85,125,0
0600.01,6270,65,1665,5370,80,85,85,40,75,150,320,0
0600.02,7210,45,1280,4245,265,75,215,0,390,910,1005,0
0601.00,3925,65,985,3365,70,25,60,0,55,90,215,0
0602.00,4745,30,1080,3935,95,45,60,0,75,160,175,0
0603.00,4620,55,1175,3360,105,160,105,0,90,190,345,10
0604.00,2255,35,520,1925,25,0,95,20,70,20,25,0
0605.00,2140,15,470,1715,20,20,15,0,55,40,110,0
0606.00,4985,245,790,3725,105,75,280,10,185,280,240,0
0607.00,3165,25,555,2660,30,85,25,0,25,175,165,0
0608.00,2340,90,530,1845,55,45,0,0,0,115,140,0
0609.00,2785,50,585,2410,75,40,40,0,30,30,80,0
0610.02,8465,75,1665,6140,185,250,290,0,200,560,945,0
0610.03,4080,70,715,3610,35,40,80,0,30,60,105,0
0610.04,2950,65,745,2295,100,0,65,10,40,20,225,0
0611.00,4920,65,1280,4085,80,90,25,30,130,70,195,0
0612.03,6455,25,1265,4220,295,190,135,65,265,590,625,10
0612.05,5895,15,1145,4590,140,85,270,0,290,260,300,0
0612.07,8165,100,1985,5855,230,175,255,55,395,465,675,15
0612.08,5430,15,830,3240,125,205,170,0,160,955,865,0
0612.11,5960,25,1510,4195,300,55,50,0,115,370,525,0
0612.12,6925,165,1405,5500,290,135,200,0,165,450,795,0
0612.13,3920,35,845,3180,105,30,45,0,95,140,185,0
0612.14,4470,85,770,3315,125,80,165,35,220,285,445,0
0612.15,5760,180,870,3560,265,235,345,0,250,740,565,0
0612.18,4300,85,715,3045,90,145,120,0,305,380,345,0
0612.19,3860,85,580,2580,145,235,55,0,140,300,485,0
0612.20,4520,165,705,3205,125,160,115,0,235,345,440,0
0612.21,6225,60,1305,3910,255,270,255,0,295,750,555,0
0612.22,6145,55,1060,3705,185,290,195,15,155,850,690,0
0612.23,4450,20,835,2975,70,160,90,0,330,325,545,10
0612.24,7300,20,900,4125,85,145,435,30,270,1230,1245,15
0612.25,5660,35,905,3790,110,160,195,25,245,840,790,30
0613.01,4220,150,1110,3305,85,175,40,0,65,170,325,0
0613.03,3930,60,860,2890,80,75,70,0,105,320,195,0
0613.04,4395,50,820,3060,105,125,50,20,205,250,580,0
0614.01,3220,25,670,2845,45,65,50,0,90,145,30,0
0614.02,3985,65,760,3300,55,35,45,0,80,95,315,0
0615.00,350,0,85,265,0,0,0,0,0,0,0,0
0620.01,7785,180,2080,4245,295,295,210,0,205,1515,665,0
0620.02,9350,125,2280,5020,625,430,320,0,375,1695,965,0
0620.04,24920,135,5740,12695,910,925,755,90,1515,5515,2625,115
0620.05,4560,55,1125,2535,130,130,110,0,325,890,330,25
0620.06,5610,65,995,3525,285,325,190,0,165,845,480,0
0620.07,5105,45,1055,3040,425,140,50,0,80,925,660,0
0621.00,5370,155,1990,4240,50,65,50,0,65,60,120,0
0622.00,6010,205,2090,4790,95,70,0,0,70,70,120,0
0623.00,3425,50,1340,2470,0,0,15,0,0,55,100,0
0624.00,5335,90,2280,3975,105,10,25,0,45,50,100,0
0625.00,320,0,85,245,0,0,0,0,0,0,0,0
0626.00,5785,90,1730,4925,175,40,55,0,30,130,80,0
0630.00,3130,45,875,2515,20,120,25,0,30,130,10,0
0631.02,4275,170,1255,3535,70,135,45,0,10,55,60,0
0631.03,4745,110,1600,3890,180,85,50,0,15,85,140,0
0631.04,4550,65,1200,3910,130,80,40,0,25,200,65,0
0632.00,4505,180,1330,3715,65,100,0,0,25,0,110,0
0633.00,3005,155,1035,2365,150,20,0,0,0,45,40,0
0634.01,4440,90,1505,3755,35,25,35,0,0,50,85,0
0634.02,3750,75,1250,2905,0,0,55,35,0,0,35,0
0635.00,5885,175,1685,5085,80,40,15,10,90,40,85,0
0636.00,2695,65,1045,2055,35,15,0,0,0,105,40,0
0637.00,6570,110,1965,5470,65,65,20,0,85,70,140,0
0638.00,6105,210,2275,5060,85,10,30,0,0,45,95,0
0639.00,4290,195,1530,3590,20,25,15,0,40,45,125,0
0800.01,2600,20,835,1620,395,80,65,0,0,240,65,0
0800.02,4590,90,1630,3520,280,55,35,0,50,100,110,0
0801.01,3835,85,1045,2845,290,35,70,0,35,145,275,0
0801.02,5720,60,1150,4630,390,160,95,0,70,200,270,0
0802.01,4040,80,720,2050,285,170,155,45,135,675,700,0
0802.02,5110,100,915,3140,280,135,165,0,165,710,595,0
0803.03,5410,160,845,3195,550,355,245,0,185,895,470,70
0803.04,5885,95,1055,3535,795,255,335,10,230,920,475,0
0803.05,6765,120,1315,3530,1100,275,245,0,165,1045,1070,0
0803.06,5790,105,1210,3080,590,295,90,0,180,1140,415,0
0804.01,7220,155,1375,5110,470,170,180,0,110,715,700,0
0804.05,7000,110,1905,4455,555,305,230,20,200,790,625,0
0804.06,3225,75,650,2310,580,70,120,0,95,285,125,0
0804.07,3525,115,650,2125,755,160,280,0,170,425,245,0
0804.08,3800,30,1010,2340,185,110,115,0,195,525,240,0
0804.10,4850,110,1010,3350,590,100,220,0,130,355,340,0
0804.11,5435,55,920,2585,905,435,740,0,210,1020,515,0
0804.12,3335,40,825,1655,290,375,150,0,105,670,265,0
0804.13,5110,25,660,1545,815,300,410,0,470,1310,675,0
0805.02,4980,25,1370,2815,965,335,335,0,185,495,280,0
0805.04,6665,40,1850,4055,955,155,315,30,130,480,710,0
0805.05,5605,110,1040,2900,875,280,285,100,315,1115,690,0
0805.06,5865,115,1220,2845,1465,165,270,0,245,770,605,0
0805.08,11450,110,1590,4075,2405,815,860,40,295,2725,1960,65
0805.09,5645,125,1080,2575,1070,370,250,0,250,1060,685,0
0805.10,6520,180,1480,3500,1200,250,190,0,130,925,590,0
0805.12,6500,30,895,2310,1175,450,460,0,290,1830,590,50
0805.13,12015,80,1585,4225,1920,585,570,0,490,3300,1825,75
0806.00,1700,0,600,1155,155,0,0,0,0,35,60,0
0807.00,2135,50,570,1800,10,25,20,0,0,0,45,0
0810.01,3960,50,950,2610,285,115,60,0,290,265,370,0
0810.02,2395,115,750,1935,70,20,35,30,15,0,80,0
0810.03,3195,50,1025,2615,70,80,65,0,35,90,135,0
0810.04,5650,125,1705,4450,175,115,110,10,120,170,270,0
0810.05,3820,75,965,2930,245,30,70,0,65,275,130,0
0811.00,3600,135,970,2300,495,125,90,0,90,130,290,0
0812.00,5875,220,1575,3975,635,100,190,0,110,710,400,0
0820.01,5105,75,1020,2130,1430,360,280,0,125,890,455,0
0820.02,6460,190,1495,4270,545,225,145,90,420,490,415,25
0820.03,3930,20,770,2180,460,400,115,0,115,630,220,0
0831.01,5810,135,2270,4825,60,25,0,0,30,45,85,0
0831.02,6330,140,2180,5325,55,35,0,15,25,40,105,0
0832.00,3760,85,1195,3170,75,130,25,0,0,0,75,0
